title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Get Active!,radio,活跃的,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,A,
,radio,运动,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,B,
,radio,游戏/比赛,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,C,
,radio,足球,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,D,
,radio,羽毛球,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,E,
,radio,篮球,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,F,
,radio,网球,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,G,
,radio,游泳,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,H,
,radio,跑步,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,I,
,radio,骑脚车,active,sport,game,football,badminton,basketball,tennis,swimming,running,cycling,J,
,radio,跳跃,jumping,walking,exercise,warm-up,stretch,team,football,badminton,basketball,tennis,A,
,radio,走路,jumping,walking,exercise,warm-up,stretch,team,football,badminton,basketball,tennis,B,
,radio,运动/锻炼,jumping,walking,exercise,warm-up,stretch,team,football,badminton,basketball,tennis,C,
,radio,热身,jumping,walking,exercise,warm-up,stretch,team,football,badminton,basketball,tennis,D,
,radio,伸展,jumping,walking,exercise,warm-up,stretch,team,football,badminton,basketball,tennis,E,
,radio,队伍,jumping,walking,exercise,warm-up,stretch,team,football,badminton,basketball,tennis,F,
