title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Eating Right,radio,番茄,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,A,
,radio,马铃薯,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,B,
,radio,健康的,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,C,
,radio,不健康的,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,D,
,radio,早餐,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,E,
,radio,午餐,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,F,
,radio,晚餐,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,G,
,radio,小吃,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,H,
,radio,糖,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,I,
,radio,盐,tomato,potato,healthy,unhealthy,breakfast,lunch,dinner,snack,sugar,salt,J,
,radio,油,oil,protein,vitamin,energy,tomato,potato,snack,sugar,salt,lunch,A,
,radio,蛋白质,oil,protein,vitamin,energy,tomato,potato,snack,sugar,salt,lunch,B,
,radio,维生素,oil,protein,vitamin,energy,tomato,potato,snack,sugar,salt,lunch,C,
,radio,能量,oil,protein,vitamin,energy,tomato,potato,snack,sugar,salt,lunch,D,
