title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
My Week,radio,图书馆,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,A,
,radio,食堂,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,B,
,radio,课室,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,C,
,radio,操场,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,D,
,radio,校服,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,E,
,radio,行程表,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,F,
,radio,早的,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,G,
,radio,迟的,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,H,
,radio,忙碌的,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,I,
,radio,最喜欢的,library,canteen,classroom,playground,uniform,schedule,early,late,busy,favourite,J,
