title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Helping Out,radio,垃圾桶,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,A,
,radio,家务活,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,B,
,radio,负责任的,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,C,
,radio,团队合作,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,D,
,radio,义工,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,E,
,radio,慈善,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,F,
,radio,捐赠,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,G,
,radio,衣服,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,H,
,radio,洗衣物,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,I,
,radio,烫衣,dustbin,chores,responsible,teamwork,volunteer,charity,donate,clothes,laundry,iron,J,
,radio,折叠,fold,repair,carry,charity,donate,clothes,laundry,iron,dustbin,chores,A,
,radio,修理,fold,repair,carry,charity,donate,clothes,laundry,iron,dustbin,chores,B,
,radio,搬/提,fold,repair,carry,charity,donate,clothes,laundry,iron,dustbin,chores,C,
,radio,借入,fold,repair,carry,charity,donate,clothes,laundry,iron,dustbin,chores,D,
