title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Get Active!,radio,慢的,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,A,
,radio,疲倦的,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,B,
,radio,头盔,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,C,
,radio,泳镜,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,D,
,radio,球场,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,E,
,radio,草场,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,F,
,radio,练习,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,G,
,radio,比赛,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,H,
,radio,冠军,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,I,
,radio,团队合作,slow,tired,helmet,goggles,court,field,practise,competition,champion,teamwork,J,
