title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
What's the matter?,radio,护士,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,A,
,radio,救护车,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,B,
,radio,紧急情况,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,C,
,radio,劝告,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,D,
,radio,应该,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,E,
,radio,不应该,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,F,
,radio,康复,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,G,
,radio,意外,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,H,
,radio,伤势,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,I,
,radio,急救,nurse,ambulance,emergency,advice,should,shouldn't,recover,accident,injury,first aid,J,
