title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Amazing Animals,radio,动物,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,A,
,radio,宠物,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,B,
,radio,猫,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,C,
,radio,狗,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,D,
,radio,鸟,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,E,
,radio,鱼,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,F,
,radio,兔子,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,G,
,radio,仓鼠,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,H,
,radio,乌龟,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,I,
,radio,马,animal,pet,cat,dog,bird,fish,rabbit,hamster,turtle,horse,J,
,radio,牛,cow,goat,duck,chicken,elephant,tiger,rabbit,hamster,turtle,horse,A,
,radio,山羊,cow,goat,duck,chicken,elephant,tiger,rabbit,hamster,turtle,horse,B,
,radio,鸭,cow,goat,duck,chicken,elephant,tiger,rabbit,hamster,turtle,horse,C,
,radio,鸡,cow,goat,duck,chicken,elephant,tiger,rabbit,hamster,turtle,horse,D,
,radio,大象,cow,goat,duck,chicken,elephant,tiger,rabbit,hamster,turtle,horse,E,
,radio,老虎,cow,goat,duck,chicken,elephant,tiger,rabbit,hamster,turtle,horse,F,
