title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Amazing Animals,radio,毛皮,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,A,
,radio,羽毛,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,B,
,radio,翅膀,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,C,
,radio,尾巴,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,D,
,radio,爪子,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,E,
,radio,鸟嘴,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,F,
,radio,栖息地,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,G,
,radio,濒危的,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,H,
,radio,保护,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,I,
,radio,惊人的,fur,feather,wing,tail,claw,beak,habitat,endangered,protect,amazing,J,
