title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Celebrations,radio,服装,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,A,
,radio,游行,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,B,
,radio,特别的,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,C,
,radio,传统的,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,D,
,radio,婚礼,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,E,
,radio,典礼,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,F,
,radio,问候,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,G,
,radio,祝愿,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,H,
,radio,祝贺,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,I,
,radio,准备,costume,parade,special,traditional,wedding,ceremony,greeting,wish,congratulate,prepare,J,
,radio,美味的,delicious,feast,relative,cousin,prepare,costume,parade,special,traditional,wedding,A,
,radio,盛宴,delicious,feast,relative,cousin,prepare,costume,parade,special,traditional,wedding,B,
,radio,亲戚,delicious,feast,relative,cousin,prepare,costume,parade,special,traditional,wedding,C,
,radio,堂/表兄弟姐妹,delicious,feast,relative,cousin,prepare,costume,parade,special,traditional,wedding,D,
