title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Getting Around,radio,交通工具,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,A,
,radio,巴士,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,B,
,radio,汽车,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,C,
,radio,德士,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,D,
,radio,火车,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,E,
,radio,飞机,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,F,
,radio,船,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,G,
,radio,脚车,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,H,
,radio,摩托车,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,I,
,radio,罗里,transport,bus,car,taxi,train,plane,boat,bicycle,motorcycle,lorry,J,
,radio,道路,road,street,bridge,station,airport,harbour,transport,bus,plane,boat,A,
,radio,街道,road,street,bridge,station,airport,harbour,transport,bus,plane,boat,B,
,radio,桥,road,street,bridge,station,airport,harbour,transport,bus,plane,boat,C,
,radio,车站,road,street,bridge,station,airport,harbour,transport,bus,plane,boat,D,
,radio,机场,road,street,bridge,station,airport,harbour,transport,bus,plane,boat,E,
,radio,港口,road,street,bridge,station,airport,harbour,transport,bus,plane,boat,F,
