title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Eating Right,radio,均衡的,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,A,
,radio,饮食,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,B,
,radio,分量,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,C,
,radio,菜单,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,D,
,radio,食谱,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,E,
,radio,材料,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,F,
,radio,煮沸,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,G,
,radio,煎/炒,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,H,
,radio,蒸,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,I,
,radio,美味的,balanced,diet,portion,menu,recipe,ingredient,boil,fry,steam,delicious,J,
