title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Helping Out,radio,借出,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,A,
,radio,分享,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,B,
,radio,善良的,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,C,
,radio,有礼貌的,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,D,
,radio,有用的,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,E,
,radio,小心的,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,F,
,radio,邻居,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,G,
,radio,社区,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,H,
,radio,合作,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,I,
,radio,感激,lend,share,kind,polite,useful,careful,neighbour,community,cooperate,appreciate,J,
