title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Celebrations,radio,庆祝活动,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,A,
,radio,节日,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,B,
,radio,生日,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,C,
,radio,派对,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,D,
,radio,礼物,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,E,
,radio,礼物,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,F,
,radio,蛋糕,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,G,
,radio,蜡烛,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,H,
,radio,气球,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,I,
,radio,卡片,celebration,festival,birthday,party,present,gift,cake,candle,balloon,card,J,
,radio,邀请,invite,guest,decorate,decoration,lantern,firework,celebration,festival,party,present,A,
,radio,客人,invite,guest,decorate,decoration,lantern,firework,celebration,festival,party,present,B,
,radio,装饰,invite,guest,decorate,decoration,lantern,firework,celebration,festival,party,present,C,
,radio,装饰品,invite,guest,decorate,decoration,lantern,firework,celebration,festival,party,present,D,
,radio,灯笼,invite,guest,decorate,decoration,lantern,firework,celebration,festival,party,present,E,
,radio,烟花,invite,guest,decorate,decoration,lantern,firework,celebration,festival,party,present,F,
