title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Get Active!,radio,球员,player,coach,match,score,win,lose,draw,race,medal,trophy,A,
,radio,教练,player,coach,match,score,win,lose,draw,race,medal,trophy,B,
,radio,比赛,player,coach,match,score,win,lose,draw,race,medal,trophy,C,
,radio,分数,player,coach,match,score,win,lose,draw,race,medal,trophy,D,
,radio,赢,player,coach,match,score,win,lose,draw,race,medal,trophy,E,
,radio,输,player,coach,match,score,win,lose,draw,race,medal,trophy,F,
,radio,平手,player,coach,match,score,win,lose,draw,race,medal,trophy,G,
,radio,赛跑,player,coach,match,score,win,lose,draw,race,medal,trophy,H,
,radio,奖牌,player,coach,match,score,win,lose,draw,race,medal,trophy,I,
,radio,奖杯,player,coach,match,score,win,lose,draw,race,medal,trophy,J,
,radio,健康的,healthy,strong,fit,fast,match,score,win,lose,draw,race,A,
,radio,强壮的,healthy,strong,fit,fast,match,score,win,lose,draw,race,B,
,radio,健壮的,healthy,strong,fit,fast,match,score,win,lose,draw,race,C,
,radio,快速的,healthy,strong,fit,fast,match,score,win,lose,draw,race,D,
