title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Amazing Animals,radio,狮子,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,A,
,radio,长颈鹿,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,B,
,radio,斑马,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,C,
,radio,猴子,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,D,
,radio,熊,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,E,
,radio,蛇,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,F,
,radio,鳄鱼,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,G,
,radio,袋鼠,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,H,
,radio,海豚,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,I,
,radio,鲸鱼,lion,giraffe,zebra,monkey,bear,snake,crocodile,kangaroo,dolphin,whale,J,
,radio,蝴蝶,butterfly,insect,wild,tame,lion,giraffe,zebra,monkey,bear,snake,A,
,radio,昆虫,butterfly,insect,wild,tame,lion,giraffe,zebra,monkey,bear,snake,B,
,radio,野生的,butterfly,insect,wild,tame,lion,giraffe,zebra,monkey,bear,snake,C,
,radio,温驯的,butterfly,insect,wild,tame,lion,giraffe,zebra,monkey,bear,snake,D,
